parameter,sparsity,top1,top5,loss
layer1.2.conv1.weight,0.8,0.7432342,0,0
layer1.2.conv1.weight,0.9,0.6289676,0,0
layer1.2.conv2.weight,0.0,0.8414634,0,0
layer1.2.conv2.weight,0.1,0.8457234,0,0
layer1.2.conv2.weight,0.2,0.8425493,0,0
layer1.2.conv2.weight,0.30000000000000004,0.8326094,0,0
layer1.2.conv2.weight,0.4,0.7977781,0,0
layer1.2.conv2.weight,0.5,0.7799866,0,0
layer1.2.conv2.weight,0.6000000000000001,0.7778149,0,0
layer1.2.conv2.weight,0.7000000000000001,0.7726362,0,0
layer1.2.conv2.weight,0.8,0.6863515,0,0
layer1.2.conv2.weight,0.9,0.3286836,0,0
layer2.0.conv1.weight,0.0,0.8414634,0,0
layer2.0.conv1.weight,0.1,0.825426,0,0
layer2.0.conv1.weight,0.2,0.8030404,0,0
layer2.0.conv1.weight,0.30000000000000004,0.7903441,0,0
layer2.0.conv1.weight,0.4,0.7479118,0,0
layer2.0.conv1.weight,0.5,0.732125,0,0
layer2.0.conv1.weight,0.6000000000000001,0.5533745,0,0
layer2.0.conv1.weight,0.7000000000000001,0.2349649,0,0
layer2.0.conv1.weight,0.8,0.1698129,0,0
layer2.0.conv1.weight,0.9,0.0012529,0,0
layer2.0.conv2.weight,0.0,0.8414634,0,0
layer2.0.conv2.weight,0.1,0.8410458,0,0
layer2.0.conv2.weight,0.2,0.8078851,0,0
layer2.0.conv2.weight,0.30000000000000004,0.7349649,0,0
layer2.0.conv2.weight,0.4,0.698296,0,0
layer2.0.conv2.weight,0.5,0.2620281,0,0
layer2.0.conv2.weight,0.6000000000000001,0.0086869,0,0
layer2.0.conv2.weight,0.7000000000000001,0.0003341,0,0
layer2.0.conv2.weight,0.8,0.0001671,0,0
layer2.0.conv2.weight,0.9,0.0005012,0,0
layer2.0.downsample.0.weight,0.0,0.8414634,0,0
layer2.0.downsample.0.weight,0.1,0.841714,0,0
layer2.0.downsample.0.weight,0.2,0.8403775,0,0
layer2.0.downsample.0.weight,0.30000000000000004,0.8394587,0,0
layer2.0.downsample.0.weight,0.4,0.8403775,0,0
layer2.0.downsample.0.weight,0.5,0.8416305,0,0
layer2.0.downsample.0.weight,0.6000000000000001,0.8410458,0,0
layer2.0.downsample.0.weight,0.7000000000000001,0.8407952,0,0
layer2.0.downsample.0.weight,0.8,0.8336118,0,0
layer2.0.downsample.0.weight,0.9,0.8265954,0,0
layer2.1.conv1.weight,0.0,0.8414634,0,0
layer2.1.conv1.weight,0.1,0.8362847,0,0
layer2.1.conv1.weight,0.2,0.825426,0,0
layer2.1.conv1.weight,0.30000000000000004,0.7957735,0,0
layer2.1.conv1.weight,0.4,0.7771467,0,0
layer2.1.conv1.weight,0.5,0.7279485,0,0
layer2.1.conv1.weight,0.6000000000000001,0.66856,0,0
layer2.1.conv1.weight,0.7000000000000001,0.6245406,0,0
layer2.1.conv1.weight,0.8,0.4942366,0,0
layer2.1.conv1.weight,0.9,0.3156532,0,0
layer2.1.conv2.weight,0.0,0.8414634,0,0
layer2.1.conv2.weight,0.1,0.8301871,0,0
layer2.1.conv2.weight,0.2,0.8154026,0,0
layer2.1.conv2.weight,0.30000000000000004,0.8069663,0,0
layer2.1.conv2.weight,0.4,0.7631975,0,0
layer2.1.conv2.weight,0.5,0.7555129,0,0
layer2.1.conv2.weight,0.6000000000000001,0.6996325,0,0
layer2.1.conv2.weight,0.7000000000000001,0.6566154,0,0
layer2.1.conv2.weight,0.8,0.304878,0,0
layer2.1.conv2.weight,0.9,0.0016706,0,0
layer2.2.conv1.weight,0.0,0.8414634,0,0
layer2.2.conv1.weight,0.1,0.8297695,0,0
layer2.2.conv1.weight,0.2,0.827013,0,0
layer2.2.conv1.weight,0.30000000000000004,0.820999,0,0
layer2.2.conv1.weight,0.4,0.8193284,0,0
layer2.2.conv1.weight,0.5,0.8203308,0,0
layer2.2.conv1.weight,0.6000000000000001,0.8158202,0,0
layer2.2.conv1.weight,0.7000000000000001,0.785583,0,0
layer2.2.conv1.weight,0.8,0.7524223,0,0
layer2.2.conv1.weight,0.9,0.6256265,0,0
layer2.2.conv2.weight,0.0,0.8414634,0,0
layer2.2.conv2.weight,0.1,0.8421316,0,0
layer2.2.conv2.weight,0.2,0.8336953,0,0
layer2.2.conv2.weight,0.30000000000000004,0.8356164,0,0
layer2.2.conv2.weight,0.4,0.8255931,0,0
layer2.2.conv2.weight,0.5,0.8131473,0,0
layer2.2.conv2.weight,0.6000000000000001,0.8114768,0,0
layer2.2.conv2.weight,0.7000000000000001,0.7687939,0,0
layer2.2.conv2.weight,0.8,0.1702305,0,0
layer2.2.conv2.weight,0.9,0.0076011,0,0
layer2.3.conv1.weight,0.0,0.8414634,0,0
layer2.3.conv1.weight,0.1,0.8327765,0,0
layer2.3.conv1.weight,0.2,0.8230872,0,0
layer2.3.conv1.weight,0.30000000000000004,0.8180755,0,0
layer2.3.conv1.weight,0.4,0.7758938,0,0
layer2.3.conv1.weight,0.5,0.7525058,0,0
layer2.3.conv1.weight,0.6000000000000001,0.7293685,0,0
layer2.3.conv1.weight,0.7000000000000001,0.7313732,0,0
layer2.3.conv1.weight,0.8,0.7089041,0,0
layer2.3.conv1.weight,0.9,0.5124457,0,0
layer2.3.conv2.weight,0.0,0.8414634,0,0
layer2.3.conv2.weight,0.1,0.8351988,0,0
layer2.3.conv2.weight,0.2,0.8209155,0,0
layer2.3.conv2.weight,0.30000000000000004,0.7881724,0,0
layer2.3.conv2.weight,0.4,0.7784831,0,0
layer2.3.conv2.weight,0.5,0.5949716,0,0
layer2.3.conv2.weight,0.6000000000000001,0.4804544,0,0
layer2.3.conv2.weight,0.7000000000000001,0.4403608,0,0
layer2.3.conv2.weight,0.8,0.4331774,0,0
layer2.3.conv2.weight,0.9,0.3005346,0,0
layer3.0.conv1.weight,0.0,0.8414634,0,0
layer3.0.conv1.weight,0.1,0.8220013,0,0
layer3.0.conv1.weight,0.2,0.7938523,0,0
layer3.0.conv1.weight,0.30000000000000004,0.4116271,0,0
layer3.0.conv1.weight,0.4,0.3454728,0,0
layer3.0.conv1.weight,0.5,0.3767959,0,0
layer3.0.conv1.weight,0.6000000000000001,0.1760775,0,0
layer3.0.conv1.weight,0.7000000000000001,0.0953057,0,0
layer3.0.conv1.weight,0.8,0.0319913,0,0
layer3.0.conv1.weight,0.9,0.0041764,0,0
layer3.0.conv2.weight,0.0,0.8414634,0,0
layer3.0.conv2.weight,0.1,0.8188273,0,0
layer3.0.conv2.weight,0.2,0.761861,0,0
layer3.0.conv2.weight,0.30000000000000004,0.6488473,0,0
layer3.0.conv2.weight,0.4,0.5387571,0,0
layer3.0.conv2.weight,0.5,0.1720682,0,0
layer3.0.conv2.weight,0.6000000000000001,0.0130304,0,0
layer3.0.conv2.weight,0.7000000000000001,0.0038423,0,0
layer3.0.conv2.weight,0.8,0.00142,0,0
layer3.0.conv2.weight,0.9,0.0017541,0,0
layer3.0.downsample.0.weight,0.0,0.8414634,0,0
layer3.0.downsample.0.weight,0.1,0.8417975,0,0
layer3.0.downsample.0.weight,0.2,0.8407952,0,0
layer3.0.downsample.0.weight,0.30000000000000004,0.838707,0,0
layer3.0.downsample.0.weight,0.4,0.840294,0,0
layer3.0.downsample.0.weight,0.5,0.8414634,0,0
layer3.0.downsample.0.weight,0.6000000000000001,0.8364517,0,0
layer3.0.downsample.0.weight,0.7000000000000001,0.8306047,0,0
layer3.0.downsample.0.weight,0.8,0.8208319,0,0
layer3.0.downsample.0.weight,0.9,0.8127297,0,0
layer3.1.conv1.weight,0.0,0.8414634,0,0
layer3.1.conv1.weight,0.1,0.7620281,0,0
layer3.1.conv1.weight,0.2,0.7493318,0,0
layer3.1.conv1.weight,0.30000000000000004,0.7594387,0,0
layer3.1.conv1.weight,0.4,0.7282827,0,0
layer3.1.conv1.weight,0.5,0.6576178,0,0
layer3.1.conv1.weight,0.6000000000000001,0.6185266,0,0
layer3.1.conv1.weight,0.7000000000000001,0.5303207,0,0
layer3.1.conv1.weight,0.8,0.468844,0,0
layer3.1.conv1.weight,0.9,0.24858,0,0
layer3.1.conv2.weight,0.0,0.8414634,0,0
layer3.1.conv2.weight,0.1,0.8279318,0,0
layer3.1.conv2.weight,0.2,0.8136485,0,0
layer3.1.conv2.weight,0.30000000000000004,0.8003675,0,0
layer3.1.conv2.weight,0.4,0.7869195,0,0
layer3.1.conv2.weight,0.5,0.787003,0,0
layer3.1.conv2.weight,0.6000000000000001,0.7665386,0,0
layer3.1.conv2.weight,0.7000000000000001,0.504427,0,0
layer3.1.conv2.weight,0.8,0.380137,0,0
layer3.1.conv2.weight,0.9,0.1460909,0,0
layer3.2.conv1.weight,0.0,0.8414634,0,0
layer3.2.conv1.weight,0.1,0.8164049,0,0
layer3.2.conv1.weight,0.2,0.817992,0,0
layer3.2.conv1.weight,0.30000000000000004,0.8088874,0,0
layer3.2.conv1.weight,0.4,0.7997828,0,0
layer3.2.conv1.weight,0.5,0.7740561,0,0
layer3.2.conv1.weight,0.6000000000000001,0.7271968,0,0
layer3.2.conv1.weight,0.7000000000000001,0.6561978,0,0
layer3.2.conv1.weight,0.8,0.5912964,0,0
layer3.2.conv1.weight,0.9,0.4437855,0,0
layer3.2.conv2.weight,0.0,0.8414634,0,0
layer3.2.conv2.weight,0.1,0.8248413,0,0
layer3.2.conv2.weight,0.2,0.8042934,0,0
layer3.2.conv2.weight,0.30000000000000004,0.8087203,0,0
layer3.2.conv2.weight,0.4,0.7738891,0,0
layer3.2.conv2.weight,0.5,0.6870197,0,0
layer3.2.conv2.weight,0.6000000000000001,0.6886903,0,0
layer3.2.conv2.weight,0.7000000000000001,0.4488807,0,0
layer3.2.conv2.weight,0.8,0.1181089,0,0
layer3.2.conv2.weight,0.9,0.0349148,0,0
layer3.3.conv1.weight,0.0,0.8414634,0,0
layer3.3.conv1.weight,0.1,0.8453892,0,0
layer3.3.conv1.weight,0.2,0.8355329,0,0
layer3.3.conv1.weight,0.30000000000000004,0.8424658,0,0
layer3.3.conv1.weight,0.4,0.8273471,0,0
layer3.3.conv1.weight,0.5,0.8155697,0,0
layer3.3.conv1.weight,0.6000000000000001,0.7971099,0,0
layer3.3.conv1.weight,0.7000000000000001,0.7941029,0,0
layer3.3.conv1.weight,0.8,0.6931173,0,0
layer3.3.conv1.weight,0.9,0.6460909,0,0
layer3.3.conv2.weight,0.0,0.8414634,0,0
layer3.3.conv2.weight,0.1,0.8082192,0,0
layer3.3.conv2.weight,0.2,0.7892583,0,0
layer3.3.conv2.weight,0.30000000000000004,0.7829101,0,0
layer3.3.conv2.weight,0.4,0.7815737,0,0
layer3.3.conv2.weight,0.5,0.7523388,0,0
layer3.3.conv2.weight,0.6000000000000001,0.6932843,0,0
layer3.3.conv2.weight,0.7000000000000001,0.6074173,0,0
layer3.3.conv2.weight,0.8,0.405446,0,0
layer3.3.conv2.weight,0.9,0.3407952,0,0
layer3.4.conv1.weight,0.0,0.8414634,0,0
layer3.4.conv1.weight,0.1,0.8288507,0,0
layer3.4.conv1.weight,0.2,0.8240895,0,0
layer3.4.conv1.weight,0.30000000000000004,0.8144003,0,0
layer3.4.conv1.weight,0.4,0.787003,0,0
layer3.4.conv1.weight,0.5,0.757267,0,0
layer3.4.conv1.weight,0.6000000000000001,0.7359673,0,0
layer3.4.conv1.weight,0.7000000000000001,0.7187604,0,0
layer3.4.conv1.weight,0.8,0.6966255,0,0
layer3.4.conv1.weight,0.9,0.5954728,0,0
layer3.4.conv2.weight,0.0,0.8414634,0,0
layer3.4.conv2.weight,0.1,0.8232543,0,0
layer3.4.conv2.weight,0.2,0.8206649,0,0
layer3.4.conv2.weight,0.30000000000000004,0.806298,0,0
layer3.4.conv2.weight,0.4,0.7936017,0,0
layer3.4.conv2.weight,0.5,0.7849983,0,0
layer3.4.conv2.weight,0.6000000000000001,0.7444036,0,0
layer3.4.conv2.weight,0.7000000000000001,0.7366355,0,0
layer3.4.conv2.weight,0.8,0.6546108,0,0
layer3.4.conv2.weight,0.9,0.5809389,0,0
layer3.5.conv1.weight,0.0,0.8414634,0,0
layer3.5.conv1.weight,0.1,0.8390411,0,0
layer3.5.conv1.weight,0.2,0.8294353,0,0
layer3.5.conv1.weight,0.30000000000000004,0.8347812,0,0
layer3.5.conv1.weight,0.4,0.8245072,0,0
layer3.5.conv1.weight,0.5,0.8097227,0,0
layer3.5.conv1.weight,0.6000000000000001,0.7986134,0,0
layer3.5.conv1.weight,0.7000000000000001,0.7681256,0,0
layer3.5.conv1.weight,0.8,0.7151687,0,0
layer3.5.conv1.weight,0.9,0.6654694,0,0
layer3.5.conv2.weight,0.0,0.8414634,0,0
layer3.5.conv2.weight,0.1,0.840294,0,0
layer3.5.conv2.weight,0.2,0.8400434,0,0
layer3.5.conv2.weight,0.30000000000000004,0.8336118,0,0
layer3.5.conv2.weight,0.4,0.8400434,0,0
layer3.5.conv2.weight,0.5,0.8443034,0,0
layer3.5.conv2.weight,0.6000000000000001,0.8483963,0,0
layer3.5.conv2.weight,0.7000000000000001,0.8361176,0,0
layer3.5.conv2.weight,0.8,0.8021216,0,0
layer3.5.conv2.weight,0.9,0.7591046,0,0
layer4.0.conv1.weight,0.0,0.8414634,0,0
layer4.0.conv1.weight,0.1,0.8171567,0,0
layer4.0.conv1.weight,0.2,0.8170732,0,0
layer4.0.conv1.weight,0.30000000000000004,0.8079686,0,0
layer4.0.conv1.weight,0.4,0.7639492,0,0
layer4.0.conv1.weight,0.5,0.7322085,0,0
layer4.0.conv1.weight,0.6000000000000001,0.6394921,0,0
layer4.0.conv1.weight,0.7000000000000001,0.5573839,0,0
layer4.0.conv1.weight,0.8,0.3969262,0,0
layer4.0.conv1.weight,0.9,0.1845139,0,0
layer4.0.conv2.weight,0.0,0.8414634,0,0
layer4.0.conv2.weight,0.1,0.7909288,0,0
layer4.0.conv2.weight,0.2,0.7650351,0,0
layer4.0.conv2.weight,0.30000000000000004,0.7240227,0,0
layer4.0.conv2.weight,0.4,0.6216171,0,0
layer4.0.conv2.weight,0.5,0.5794353,0,0
layer4.0.conv2.weight,0.6000000000000001,0.5205479,0,0
layer4.0.conv2.weight,0.7000000000000001,0.4401938,0,0
layer4.0.conv2.weight,0.8,0.320999,0,0
layer4.0.conv2.weight,0.9,0.2019713,0,0
layer4.0.downsample.0.weight,0.0,0.8414634,0,0
layer4.0.downsample.0.weight,0.1,0.8351153,0,0
layer4.0.downsample.0.weight,0.2,0.8288507,0,0
layer4.0.downsample.0.weight,0.30000000000000004,0.8264283,0,0
layer4.0.downsample.0.weight,0.4,0.8244237,0,0
layer4.0.downsample.0.weight,0.5,0.8271801,0,0
layer4.0.downsample.0.weight,0.6000000000000001,0.8281824,0,0
layer4.0.downsample.0.weight,0.7000000000000001,0.8270966,0,0
layer4.0.downsample.0.weight,0.8,0.8192449,0,0
layer4.0.downsample.0.weight,0.9,0.8011193,0,0
layer4.1.conv1.weight,0.0,0.8414634,0,0
layer4.1.conv1.weight,0.1,0.8233378,0,0
layer4.1.conv1.weight,0.2,0.8045439,0,0
layer4.1.conv1.weight,0.30000000000000004,0.7754761,0,0
layer4.1.conv1.weight,0.4,0.7532576,0,0
layer4.1.conv1.weight,0.5,0.7562646,0,0
layer4.1.conv1.weight,0.6000000000000001,0.7450718,0,0
layer4.1.conv1.weight,0.7000000000000001,0.7550117,0,0
layer4.1.conv1.weight,0.8,0.759021,0,0
layer4.1.conv1.weight,0.9,0.6569495,0,0
layer4.1.conv2.weight,0.0,0.8414634,0,0
layer4.1.conv2.weight,0.1,0.8426328,0,0
layer4.1.conv2.weight,0.2,0.8375376,0,0
layer4.1.conv2.weight,0.30000000000000004,0.8263448,0,0
layer4.1.conv2.weight,0.4,0.8288507,0,0
layer4.1.conv2.weight,0.5,0.8245072,0,0
layer4.1.conv2.weight,0.6000000000000001,0.8149014,0,0
layer4.1.conv2.weight,0.7000000000000001,0.8131473,0,0
layer4.1.conv2.weight,0.8,0.8098062,0,0
layer4.1.conv2.weight,0.9,0.8009522,0,0
layer4.2.conv1.weight,0.0,0.8414634,0,0
layer4.2.conv1.weight,0.1,0.8310224,0,0
layer4.2.conv1.weight,0.2,0.8280989,0,0
layer4.2.conv1.weight,0.30000000000000004,0.818159,0,0
layer4.2.conv1.weight,0.4,0.8081356,0,0
layer4.2.conv1.weight,0.5,0.8177414,0,0
layer4.2.conv1.weight,0.6000000000000001,0.8092215,0,0
layer4.2.conv1.weight,0.7000000000000001,0.7957735,0,0
layer4.2.conv1.weight,0.8,0.776729,0,0
layer4.2.conv1.weight,0.9,0.6656365,0,0
layer4.2.conv2.weight,0.0,0.8414634,0,0
layer4.2.conv2.weight,0.1,0.8347812,0,0
layer4.2.conv2.weight,0.2,0.8316906,0,0
layer4.2.conv2.weight,0.30000000000000004,0.8297695,0,0
layer4.2.conv2.weight,0.4,0.8336118,0,0
layer4.2.conv2.weight,0.5,0.8290177,0,0
layer4.2.conv2.weight,0.6000000000000001,0.8163214,0,0
layer4.2.conv2.weight,0.7000000000000001,0.798864,0,0
layer4.2.conv2.weight,0.8,0.8019546,0,0
layer4.2.conv2.weight,0.9,0.772135,0,0
fc1.weight,0.0,0.8414634,0,0
fc1.weight,0.1,0.8179085,0,0
fc1.weight,0.2,0.8204143,0,0
fc1.weight,0.30000000000000004,0.7904277,0,0
fc1.weight,0.4,0.7773137,0,0
fc1.weight,0.5,0.7274474,0,0
fc1.weight,0.6000000000000001,0.6589542,0,0
fc1.weight,0.7000000000000001,0.5770966,0,0
fc1.weight,0.8,0.4632476,0,0
fc1.weight,0.9,0.1812563,0,0
