parameter,sparsity,top1,top5,loss
conv_4.model.1.conv_dw.conv.weight,0.7000000000000001,0.4640558,0,0
conv_4.model.1.conv_dw.conv.weight,0.8,0.2110781,0,0
conv_4.model.1.conv_dw.conv.weight,0.9,0.1243881,0,0
conv_4.model.1.project.conv.weight,0.0,0.866862,0,0
conv_4.model.1.project.conv.weight,0.1,0.8655129,0,0
conv_4.model.1.project.conv.weight,0.2,0.8671318,0,0
conv_4.model.1.project.conv.weight,0.30000000000000004,0.8612342,0,0
conv_4.model.1.project.conv.weight,0.4,0.8572255,0,0
conv_4.model.1.project.conv.weight,0.5,0.844274,0,0
conv_4.model.1.project.conv.weight,0.6000000000000001,0.8149404,0,0
conv_4.model.1.project.conv.weight,0.7000000000000001,0.710365,0,0
conv_4.model.1.project.conv.weight,0.8,0.0174228,0,0
conv_4.model.1.project.conv.weight,0.9,0.0003469,0,0
conv_4.model.2.conv.conv.weight,0.0,0.866862,0,0
conv_4.model.2.conv.conv.weight,0.1,0.8646648,0,0
conv_4.model.2.conv.conv.weight,0.2,0.8659369,0,0
conv_4.model.2.conv.conv.weight,0.30000000000000004,0.8670932,0,0
conv_4.model.2.conv.conv.weight,0.4,0.8654358,0,0
conv_4.model.2.conv.conv.weight,0.5,0.8620052,0,0
conv_4.model.2.conv.conv.weight,0.6000000000000001,0.8534094,0,0
conv_4.model.2.conv.conv.weight,0.7000000000000001,0.000424,0,0
conv_4.model.2.conv.conv.weight,0.8,0.0004626,0,0
conv_4.model.2.conv.conv.weight,0.9,0.0002313,0,0
conv_4.model.2.conv_dw.conv.weight,0.0,0.866862,0,0
conv_4.model.2.conv_dw.conv.weight,0.1,0.866438,0,0
conv_4.model.2.conv_dw.conv.weight,0.2,0.8515977,0,0
conv_4.model.2.conv_dw.conv.weight,0.30000000000000004,0.8396485,0,0
conv_4.model.2.conv_dw.conv.weight,0.4,0.8261188,0,0
conv_4.model.2.conv_dw.conv.weight,0.5,0.819142,0,0
conv_4.model.2.conv_dw.conv.weight,0.6000000000000001,0.8211078,0,0
conv_4.model.2.conv_dw.conv.weight,0.7000000000000001,0.8118953,0,0
conv_4.model.2.conv_dw.conv.weight,0.8,0.0005396,0,0
conv_4.model.2.conv_dw.conv.weight,0.9,0.0003855,0,0
conv_4.model.2.project.conv.weight,0.0,0.866862,0,0
conv_4.model.2.project.conv.weight,0.1,0.8676329,0,0
conv_4.model.2.project.conv.weight,0.2,0.8666692,0,0
conv_4.model.2.project.conv.weight,0.30000000000000004,0.8651274,0,0
conv_4.model.2.project.conv.weight,0.4,0.854296,0,0
conv_4.model.2.project.conv.weight,0.5,0.8549898,0,0
conv_4.model.2.project.conv.weight,0.6000000000000001,0.8449678,0,0
conv_4.model.2.project.conv.weight,0.7000000000000001,0.7714991,0,0
conv_4.model.2.project.conv.weight,0.8,0.0185021,0,0
conv_4.model.2.project.conv.weight,0.9,0.0003084,0,0
conv_4.model.3.conv.conv.weight,0.0,0.866862,0,0
conv_4.model.3.conv.conv.weight,0.1,0.8674787,0,0
conv_4.model.3.conv.conv.weight,0.2,0.8633928,0,0
conv_4.model.3.conv.conv.weight,0.30000000000000004,0.8642023,0,0
conv_4.model.3.conv.conv.weight,0.4,0.8592684,0,0
conv_4.model.3.conv.conv.weight,0.5,0.564661,0,0
conv_4.model.3.conv.conv.weight,0.6000000000000001,0.4367267,0,0
conv_4.model.3.conv.conv.weight,0.7000000000000001,0.5806576,0,0
conv_4.model.3.conv.conv.weight,0.8,0.5180203,0,0
conv_4.model.3.conv.conv.weight,0.9,0.1957754,0,0
conv_4.model.3.conv_dw.conv.weight,0.0,0.866862,0,0
conv_4.model.3.conv_dw.conv.weight,0.1,0.8703697,0,0
conv_4.model.3.conv_dw.conv.weight,0.2,0.863971,0,0
conv_4.model.3.conv_dw.conv.weight,0.30000000000000004,0.8623135,0,0
conv_4.model.3.conv_dw.conv.weight,0.4,0.8634314,0,0
conv_4.model.3.conv_dw.conv.weight,0.5,0.8570327,0,0
conv_4.model.3.conv_dw.conv.weight,0.6000000000000001,0.8586517,0,0
conv_4.model.3.conv_dw.conv.weight,0.7000000000000001,0.8514821,0,0
conv_4.model.3.conv_dw.conv.weight,0.8,0.8040319,0,0
conv_4.model.3.conv_dw.conv.weight,0.9,0.764368,0,0
conv_4.model.3.project.conv.weight,0.0,0.866862,0,0
conv_4.model.3.project.conv.weight,0.1,0.8647805,0,0
conv_4.model.3.project.conv.weight,0.2,0.8607717,0,0
conv_4.model.3.project.conv.weight,0.30000000000000004,0.8586517,0,0
conv_4.model.3.project.conv.weight,0.4,0.8387234,0,0
conv_4.model.3.project.conv.weight,0.5,0.727094,0,0
conv_4.model.3.project.conv.weight,0.6000000000000001,0.0307983,0,0
conv_4.model.3.project.conv.weight,0.7000000000000001,0.0220483,0,0
conv_4.model.3.project.conv.weight,0.8,0.0031993,0,0
conv_4.model.3.project.conv.weight,0.9,0.0003469,0,0
conv_4.model.4.conv.conv.weight,0.0,0.866862,0,0
conv_4.model.4.conv.conv.weight,0.1,0.8684809,0,0
conv_4.model.4.conv.conv.weight,0.2,0.8672474,0,0
conv_4.model.4.conv.conv.weight,0.30000000000000004,0.8637012,0,0
conv_4.model.4.conv.conv.weight,0.4,0.8585746,0,0
conv_4.model.4.conv.conv.weight,0.5,0.8578036,0,0
conv_4.model.4.conv.conv.weight,0.6000000000000001,0.8516363,0,0
conv_4.model.4.conv.conv.weight,0.7000000000000001,0.8423467,0,0
conv_4.model.4.conv.conv.weight,0.8,0.8246155,0,0
conv_4.model.4.conv.conv.weight,0.9,0.7372316,0,0
conv_4.model.4.conv_dw.conv.weight,0.0,0.866862,0,0
conv_4.model.4.conv_dw.conv.weight,0.1,0.8684809,0,0
conv_4.model.4.conv_dw.conv.weight,0.2,0.866862,0,0
conv_4.model.4.conv_dw.conv.weight,0.30000000000000004,0.8686736,0,0
conv_4.model.4.conv_dw.conv.weight,0.4,0.864819,0,0
conv_4.model.4.conv_dw.conv.weight,0.5,0.857264,0,0
conv_4.model.4.conv_dw.conv.weight,0.6000000000000001,0.8477431,0,0
conv_4.model.4.conv_dw.conv.weight,0.7000000000000001,0.8259646,0,0
conv_4.model.4.conv_dw.conv.weight,0.8,0.7914274,0,0
conv_4.model.4.conv_dw.conv.weight,0.9,0.7068573,0,0
conv_4.model.4.project.conv.weight,0.0,0.866862,0,0
conv_4.model.4.project.conv.weight,0.1,0.8674402,0,0
conv_4.model.4.project.conv.weight,0.2,0.8700227,0,0
conv_4.model.4.project.conv.weight,0.30000000000000004,0.8699457,0,0
conv_4.model.4.project.conv.weight,0.4,0.8655899,0,0
conv_4.model.4.project.conv.weight,0.5,0.8582662,0,0
conv_4.model.4.project.conv.weight,0.6000000000000001,0.8440042,0,0
conv_4.model.4.project.conv.weight,0.7000000000000001,0.8349073,0,0
conv_4.model.4.project.conv.weight,0.8,0.8032995,0,0
conv_4.model.4.project.conv.weight,0.9,0.536638,0,0
conv_4.model.5.conv.conv.weight,0.0,0.866862,0,0
conv_4.model.5.conv.conv.weight,0.1,0.8630459,0,0
conv_4.model.5.conv.conv.weight,0.2,0.8580349,0,0
conv_4.model.5.conv.conv.weight,0.30000000000000004,0.8566858,0,0
conv_4.model.5.conv.conv.weight,0.4,0.8508654,0,0
conv_4.model.5.conv.conv.weight,0.5,0.8464711,0,0
conv_4.model.5.conv.conv.weight,0.6000000000000001,0.8370273,0,0
conv_4.model.5.conv.conv.weight,0.7000000000000001,0.8357553,0,0
conv_4.model.5.conv.conv.weight,0.8,0.8130131,0,0
conv_4.model.5.conv.conv.weight,0.9,0.7966311,0,0
conv_4.model.5.conv_dw.conv.weight,0.0,0.866862,0,0
conv_4.model.5.conv_dw.conv.weight,0.1,0.8659369,0,0
conv_4.model.5.conv_dw.conv.weight,0.2,0.8655899,0,0
conv_4.model.5.conv_dw.conv.weight,0.30000000000000004,0.8620437,0,0
conv_4.model.5.conv_dw.conv.weight,0.4,0.8618124,0,0
conv_4.model.5.conv_dw.conv.weight,0.5,0.8470878,0,0
conv_4.model.5.conv_dw.conv.weight,0.6000000000000001,0.8234977,0,0
conv_4.model.5.conv_dw.conv.weight,0.7000000000000001,0.8162896,0,0
conv_4.model.5.conv_dw.conv.weight,0.8,0.7858767,0,0
conv_4.model.5.conv_dw.conv.weight,0.9,0.7742744,0,0
conv_4.model.5.project.conv.weight,0.0,0.866862,0,0
conv_4.model.5.project.conv.weight,0.1,0.8686351,0,0
conv_4.model.5.project.conv.weight,0.2,0.8645492,0,0
conv_4.model.5.project.conv.weight,0.30000000000000004,0.8630074,0,0
conv_4.model.5.project.conv.weight,0.4,0.8500944,0,0
conv_4.model.5.project.conv.weight,0.5,0.8390317,0,0
conv_4.model.5.project.conv.weight,0.6000000000000001,0.8281617,0,0
conv_4.model.5.project.conv.weight,0.7000000000000001,0.8108931,0,0
conv_4.model.5.project.conv.weight,0.8,0.7549243,0,0
conv_4.model.5.project.conv.weight,0.9,0.7026558,0,0
conv_4.model.6.conv.conv.weight,0.0,0.866862,0,0
conv_4.model.6.conv.conv.weight,0.1,0.8673631,0,0
conv_4.model.6.conv.conv.weight,0.2,0.8621208,0,0
conv_4.model.6.conv.conv.weight,0.30000000000000004,0.8600779,0,0
conv_4.model.6.conv.conv.weight,0.4,0.8463169,0,0
conv_4.model.6.conv.conv.weight,0.5,0.8439656,0,0
conv_4.model.6.conv.conv.weight,0.6000000000000001,0.8327873,0,0
conv_4.model.6.conv.conv.weight,0.7000000000000001,0.8277377,0,0
conv_4.model.6.conv.conv.weight,0.8,0.8005628,0,0
conv_4.model.6.conv.conv.weight,0.9,0.7569672,0,0
conv_4.model.6.conv_dw.conv.weight,0.0,0.866862,0,0
conv_4.model.6.conv_dw.conv.weight,0.1,0.8606561,0,0
conv_4.model.6.conv_dw.conv.weight,0.2,0.8399954,0,0
conv_4.model.6.conv_dw.conv.weight,0.30000000000000004,0.8407663,0,0
conv_4.model.6.conv_dw.conv.weight,0.4,0.8378753,0,0
conv_4.model.6.conv_dw.conv.weight,0.5,0.8241915,0,0
conv_4.model.6.conv_dw.conv.weight,0.6000000000000001,0.8169448,0,0
conv_4.model.6.conv_dw.conv.weight,0.7000000000000001,0.8115484,0,0
conv_4.model.6.conv_dw.conv.weight,0.8,0.7989824,0,0
conv_4.model.6.conv_dw.conv.weight,0.9,0.0854951,0,0
conv_4.model.6.project.conv.weight,0.0,0.866862,0,0
conv_4.model.6.project.conv.weight,0.1,0.8673631,0,0
conv_4.model.6.project.conv.weight,0.2,0.8704082,0,0
conv_4.model.6.project.conv.weight,0.30000000000000004,0.8596539,0,0
conv_4.model.6.project.conv.weight,0.4,0.8372972,0,0
conv_4.model.6.project.conv.weight,0.5,0.8330185,0,0
conv_4.model.6.project.conv.weight,0.6000000000000001,0.7748911,0,0
conv_4.model.6.project.conv.weight,0.7000000000000001,0.7494122,0,0
conv_4.model.6.project.conv.weight,0.8,0.6949466,0,0
conv_4.model.6.project.conv.weight,0.9,0.2610338,0,0
conv_4.model.7.conv.conv.weight,0.0,0.866862,0,0
conv_4.model.7.conv.conv.weight,0.1,0.8664765,0,0
conv_4.model.7.conv.conv.weight,0.2,0.8671703,0,0
conv_4.model.7.conv.conv.weight,0.30000000000000004,0.8630074,0,0
conv_4.model.7.conv.conv.weight,0.4,0.8552596,0,0
conv_4.model.7.conv.conv.weight,0.5,0.8519446,0,0
conv_4.model.7.conv.conv.weight,0.6000000000000001,0.8447365,0,0
conv_4.model.7.conv.conv.weight,0.7000000000000001,0.8324403,0,0
conv_4.model.7.conv.conv.weight,0.8,0.8009482,0,0
conv_4.model.7.conv.conv.weight,0.9,0.6129592,0,0
conv_4.model.7.conv_dw.conv.weight,0.0,0.866862,0,0
conv_4.model.7.conv_dw.conv.weight,0.1,0.8673245,0,0
conv_4.model.7.conv_dw.conv.weight,0.2,0.8592684,0,0
conv_4.model.7.conv_dw.conv.weight,0.30000000000000004,0.8550669,0,0
conv_4.model.7.conv_dw.conv.weight,0.4,0.8408048,0,0
conv_4.model.7.conv_dw.conv.weight,0.5,0.837143,0,0
conv_4.model.7.conv_dw.conv.weight,0.6000000000000001,0.8282003,0,0
conv_4.model.7.conv_dw.conv.weight,0.7000000000000001,0.6427553,0,0
conv_4.model.7.conv_dw.conv.weight,0.8,0.000424,0,0
conv_4.model.7.conv_dw.conv.weight,0.9,0.0005396,0,0
conv_4.model.7.project.conv.weight,0.0,0.866862,0,0
conv_4.model.7.project.conv.weight,0.1,0.8725668,0,0
conv_4.model.7.project.conv.weight,0.2,0.8710249,0,0
conv_4.model.7.project.conv.weight,0.30000000000000004,0.8721042,0,0
conv_4.model.7.project.conv.weight,0.4,0.8702926,0,0
conv_4.model.7.project.conv.weight,0.5,0.8596539,0,0
conv_4.model.7.project.conv.weight,0.6000000000000001,0.8400725,0,0
conv_4.model.7.project.conv.weight,0.7000000000000001,0.8176387,0,0
conv_4.model.7.project.conv.weight,0.8,0.8113557,0,0
conv_4.model.7.project.conv.weight,0.9,0.6405196,0,0
conv_4.model.8.conv.conv.weight,0.0,0.866862,0,0
conv_4.model.8.conv.conv.weight,0.1,0.8647805,0,0
conv_4.model.8.conv.conv.weight,0.2,0.8636241,0,0
conv_4.model.8.conv.conv.weight,0.30000000000000004,0.859384,0,0
conv_4.model.8.conv.conv.weight,0.4,0.8511352,0,0
conv_4.model.8.conv.conv.weight,0.5,0.8485911,0,0
conv_4.model.8.conv.conv.weight,0.6000000000000001,0.8458929,0,0
conv_4.model.8.conv.conv.weight,0.7000000000000001,0.8281617,0,0
conv_4.model.8.conv.conv.weight,0.8,0.8144393,0,0
conv_4.model.8.conv.conv.weight,0.9,0.7978645,0,0
conv_4.model.8.conv_dw.conv.weight,0.0,0.866862,0,0
conv_4.model.8.conv_dw.conv.weight,0.1,0.8630845,0,0
conv_4.model.8.conv_dw.conv.weight,0.2,0.8563389,0,0
conv_4.model.8.conv_dw.conv.weight,0.30000000000000004,0.8545658,0,0
conv_4.model.8.conv_dw.conv.weight,0.4,0.8493621,0,0
conv_4.model.8.conv_dw.conv.weight,0.5,0.8199514,0,0
conv_4.model.8.conv_dw.conv.weight,0.6000000000000001,0.8229195,0,0
conv_4.model.8.conv_dw.conv.weight,0.7000000000000001,0.8157114,0,0
conv_4.model.8.conv_dw.conv.weight,0.8,0.8009097,0,0
conv_4.model.8.conv_dw.conv.weight,0.9,0.7792468,0,0
conv_4.model.8.project.conv.weight,0.0,0.866862,0,0
conv_4.model.8.project.conv.weight,0.1,0.8658598,0,0
conv_4.model.8.project.conv.weight,0.2,0.8610415,0,0
conv_4.model.8.project.conv.weight,0.30000000000000004,0.8592299,0,0
conv_4.model.8.project.conv.weight,0.4,0.8530625,0,0
conv_4.model.8.project.conv.weight,0.5,0.8401496,0,0
conv_4.model.8.project.conv.weight,0.6000000000000001,0.8300505,0,0
conv_4.model.8.project.conv.weight,0.7000000000000001,0.81999,0,0
conv_4.model.8.project.conv.weight,0.8,0.8046487,0,0
conv_4.model.8.project.conv.weight,0.9,0.7961685,0,0
conv_4.model.9.conv.conv.weight,0.0,0.866862,0,0
conv_4.model.9.conv.conv.weight,0.1,0.8612342,0,0
conv_4.model.9.conv.conv.weight,0.2,0.8642794,0,0
conv_4.model.9.conv.conv.weight,0.30000000000000004,0.8600393,0,0
conv_4.model.9.conv.conv.weight,0.4,0.8525228,0,0
conv_4.model.9.conv.conv.weight,0.5,0.8473962,0,0
conv_4.model.9.conv.conv.weight,0.6000000000000001,0.8421925,0,0
conv_4.model.9.conv.conv.weight,0.7000000000000001,0.833404,0,0
conv_4.model.9.conv.conv.weight,0.8,0.8282003,0,0
conv_4.model.9.conv.conv.weight,0.9,0.8268897,0,0
conv_4.model.9.conv_dw.conv.weight,0.0,0.866862,0,0
conv_4.model.9.conv_dw.conv.weight,0.1,0.8655129,0,0
conv_4.model.9.conv_dw.conv.weight,0.2,0.8560305,0,0
conv_4.model.9.conv_dw.conv.weight,0.30000000000000004,0.8495933,0,0
conv_4.model.9.conv_dw.conv.weight,0.4,0.845546,0,0
conv_4.model.9.conv_dw.conv.weight,0.5,0.840959,0,0
conv_4.model.9.conv_dw.conv.weight,0.6000000000000001,0.83298,0,0
conv_4.model.9.conv_dw.conv.weight,0.7000000000000001,0.8263115,0,0
conv_4.model.9.conv_dw.conv.weight,0.8,0.815403,0,0
conv_4.model.9.conv_dw.conv.weight,0.9,0.8130517,0,0
conv_4.model.9.project.conv.weight,0.0,0.866862,0,0
conv_4.model.9.project.conv.weight,0.1,0.8648576,0,0
conv_4.model.9.project.conv.weight,0.2,0.8632386,0,0
conv_4.model.9.project.conv.weight,0.30000000000000004,0.8580735,0,0
conv_4.model.9.project.conv.weight,0.4,0.8546814,0,0
conv_4.model.9.project.conv.weight,0.5,0.8500944,0,0
conv_4.model.9.project.conv.weight,0.6000000000000001,0.8431562,0,0
conv_4.model.9.project.conv.weight,0.7000000000000001,0.8322476,0,0
conv_4.model.9.project.conv.weight,0.8,0.8045716,0,0
conv_4.model.9.project.conv.weight,0.9,0.7349189,0,0
conv_4.model.10.conv.conv.weight,0.0,0.866862,0,0
conv_4.model.10.conv.conv.weight,0.1,0.8675943,0,0
conv_4.model.10.conv.conv.weight,0.2,0.8679798,0,0
conv_4.model.10.conv.conv.weight,0.30000000000000004,0.8605019,0,0
conv_4.model.10.conv.conv.weight,0.4,0.8594611,0,0
conv_4.model.10.conv.conv.weight,0.5,0.8588444,0,0
conv_4.model.10.conv.conv.weight,0.6000000000000001,0.8562233,0,0
conv_4.model.10.conv.conv.weight,0.7000000000000001,0.8475504,0,0
conv_4.model.10.conv.conv.weight,0.8,0.8454689,0,0
conv_4.model.10.conv.conv.weight,0.9,0.8455075,0,0
conv_4.model.10.conv_dw.conv.weight,0.0,0.866862,0,0
conv_4.model.10.conv_dw.conv.weight,0.1,0.8676329,0,0
conv_4.model.10.conv_dw.conv.weight,0.2,0.8667078,0,0
conv_4.model.10.conv_dw.conv.weight,0.30000000000000004,0.8682496,0,0
conv_4.model.10.conv_dw.conv.weight,0.4,0.8657827,0,0
conv_4.model.10.conv_dw.conv.weight,0.5,0.8563004,0,0
conv_4.model.10.conv_dw.conv.weight,0.6000000000000001,0.8561847,0,0
conv_4.model.10.conv_dw.conv.weight,0.7000000000000001,0.8313611,0,0
conv_4.model.10.conv_dw.conv.weight,0.8,0.7938172,0,0
conv_4.model.10.conv_dw.conv.weight,0.9,0.7797094,0,0
conv_4.model.10.project.conv.weight,0.0,0.866862,0,0
conv_4.model.10.project.conv.weight,0.1,0.8623906,0,0
conv_4.model.10.project.conv.weight,0.2,0.8573411,0,0
conv_4.model.10.project.conv.weight,0.30000000000000004,0.8517134,0,0
conv_4.model.10.project.conv.weight,0.4,0.8465097,0,0
conv_4.model.10.project.conv.weight,0.5,0.8389546,0,0
conv_4.model.10.project.conv.weight,0.6000000000000001,0.8227267,0,0
conv_4.model.10.project.conv.weight,0.7000000000000001,0.7861851,0,0
conv_4.model.10.project.conv.weight,0.8,0.7462514,0,0
conv_4.model.10.project.conv.weight,0.9,0.7095941,0,0
conv_4.model.11.conv.conv.weight,0.0,0.866862,0,0
conv_4.model.11.conv.conv.weight,0.1,0.8635085,0,0
conv_4.model.11.conv.conv.weight,0.2,0.861003,0,0
conv_4.model.11.conv.conv.weight,0.30000000000000004,0.8560305,0,0
conv_4.model.11.conv.conv.weight,0.4,0.853949,0,0
conv_4.model.11.conv.conv.weight,0.5,0.8486682,0,0
conv_4.model.11.conv.conv.weight,0.6000000000000001,0.8497861,0,0
conv_4.model.11.conv.conv.weight,0.7000000000000001,0.8416143,0,0
conv_4.model.11.conv.conv.weight,0.8,0.8412288,0,0
conv_4.model.11.conv.conv.weight,0.9,0.8319778,0,0
conv_4.model.11.conv_dw.conv.weight,0.0,0.866862,0,0
conv_4.model.11.conv_dw.conv.weight,0.1,0.8655129,0,0
conv_4.model.11.conv_dw.conv.weight,0.2,0.8531396,0,0
conv_4.model.11.conv_dw.conv.weight,0.30000000000000004,0.8448136,0,0
conv_4.model.11.conv_dw.conv.weight,0.4,0.8337124,0,0
conv_4.model.11.conv_dw.conv.weight,0.5,0.3245191,0,0
conv_4.model.11.conv_dw.conv.weight,0.6000000000000001,0.0629071,0,0
conv_4.model.11.conv_dw.conv.weight,0.7000000000000001,0.0662221,0,0
conv_4.model.11.conv_dw.conv.weight,0.8,0.1839032,0,0
conv_4.model.11.conv_dw.conv.weight,0.9,0.1638978,0,0
conv_4.model.11.project.conv.weight,0.0,0.866862,0,0
conv_4.model.11.project.conv.weight,0.1,0.8636241,0,0
conv_4.model.11.project.conv.weight,0.2,0.8701384,0,0
conv_4.model.11.project.conv.weight,0.30000000000000004,0.8657441,0,0
conv_4.model.11.project.conv.weight,0.4,0.8643565,0,0
conv_4.model.11.project.conv.weight,0.5,0.8569556,0,0
conv_4.model.11.project.conv.weight,0.6000000000000001,0.8517519,0,0
conv_4.model.11.project.conv.weight,0.7000000000000001,0.840111,0,0
conv_4.model.11.project.conv.weight,0.8,0.8310912,0,0
conv_4.model.11.project.conv.weight,0.9,0.8209922,0,0
conv_4.model.12.conv.conv.weight,0.0,0.866862,0,0
conv_4.model.12.conv.conv.weight,0.1,0.8674016,0,0
conv_4.model.12.conv.conv.weight,0.2,0.8630459,0,0
conv_4.model.12.conv.conv.weight,0.30000000000000004,0.8623906,0,0
conv_4.model.12.conv.conv.weight,0.4,0.8536792,0,0
conv_4.model.12.conv.conv.weight,0.5,0.8527541,0,0
conv_4.model.12.conv.conv.weight,0.6000000000000001,0.8472035,0,0
conv_4.model.12.conv.conv.weight,0.7000000000000001,0.8415372,0,0
conv_4.model.12.conv.conv.weight,0.8,0.8455075,0,0
conv_4.model.12.conv.conv.weight,0.9,0.8277377,0,0
conv_4.model.12.conv_dw.conv.weight,0.0,0.866862,0,0
conv_4.model.12.conv_dw.conv.weight,0.1,0.8568014,0,0
conv_4.model.12.conv_dw.conv.weight,0.2,0.8587288,0,0
conv_4.model.12.conv_dw.conv.weight,0.30000000000000004,0.8497861,0,0
conv_4.model.12.conv_dw.conv.weight,0.4,0.8309756,0,0
conv_4.model.12.conv_dw.conv.weight,0.5,0.8253864,0,0
conv_4.model.12.conv_dw.conv.weight,0.6000000000000001,0.8263501,0,0
conv_4.model.12.conv_dw.conv.weight,0.7000000000000001,0.8152103,0,0
conv_4.model.12.conv_dw.conv.weight,0.8,0.7999075,0,0
conv_4.model.12.conv_dw.conv.weight,0.9,0.78526,0,0
conv_4.model.12.project.conv.weight,0.0,0.866862,0,0
conv_4.model.12.project.conv.weight,0.1,0.8637012,0,0
conv_4.model.12.project.conv.weight,0.2,0.8487068,0,0
conv_4.model.12.project.conv.weight,0.30000000000000004,0.8445053,0,0
conv_4.model.12.project.conv.weight,0.4,0.8408434,0,0
conv_4.model.12.project.conv.weight,0.5,0.8331342,0,0
conv_4.model.12.project.conv.weight,0.6000000000000001,0.8346375,0,0
conv_4.model.12.project.conv.weight,0.7000000000000001,0.8290098,0,0
conv_4.model.12.project.conv.weight,0.8,0.8106233,0,0
conv_4.model.12.project.conv.weight,0.9,0.7900397,0,0
conv_4.model.13.conv.conv.weight,0.0,0.866862,0,0
conv_4.model.13.conv.conv.weight,0.1,0.868558,0,0
conv_4.model.13.conv.conv.weight,0.2,0.8685194,0,0
conv_4.model.13.conv.conv.weight,0.30000000000000004,0.8677485,0,0
conv_4.model.13.conv.conv.weight,0.4,0.8662452,0,0
conv_4.model.13.conv.conv.weight,0.5,0.8603862,0,0
conv_4.model.13.conv.conv.weight,0.6000000000000001,0.858536,0,0
conv_4.model.13.conv.conv.weight,0.7000000000000001,0.8487453,0,0
conv_4.model.13.conv.conv.weight,0.8,0.8414601,0,0
conv_4.model.13.conv.conv.weight,0.9,0.8308214,0,0
conv_4.model.13.conv_dw.conv.weight,0.0,0.866862,0,0
conv_4.model.13.conv_dw.conv.weight,0.1,0.8701769,0,0
conv_4.model.13.conv_dw.conv.weight,0.2,0.8704853,0,0
conv_4.model.13.conv_dw.conv.weight,0.30000000000000004,0.8645878,0,0
conv_4.model.13.conv_dw.conv.weight,0.4,0.8632386,0,0
conv_4.model.13.conv_dw.conv.weight,0.5,0.8525999,0,0
conv_4.model.13.conv_dw.conv.weight,0.6000000000000001,0.8431947,0,0
conv_4.model.13.conv_dw.conv.weight,0.7000000000000001,0.8428478,0,0
conv_4.model.13.conv_dw.conv.weight,0.8,0.8333655,0,0
conv_4.model.13.conv_dw.conv.weight,0.9,0.8197202,0,0
conv_4.model.13.project.conv.weight,0.0,0.866862,0,0
conv_4.model.13.project.conv.weight,0.1,0.867286,0,0
conv_4.model.13.project.conv.weight,0.2,0.8678256,0,0
conv_4.model.13.project.conv.weight,0.30000000000000004,0.86771,0,0
conv_4.model.13.project.conv.weight,0.4,0.8709478,0,0
conv_4.model.13.project.conv.weight,0.5,0.8733377,0,0
conv_4.model.13.project.conv.weight,0.6000000000000001,0.873569,0,0
conv_4.model.13.project.conv.weight,0.7000000000000001,0.8659754,0,0
conv_4.model.13.project.conv.weight,0.8,0.8582277,0,0
conv_4.model.13.project.conv.weight,0.9,0.8406121,0,0
conv_4.model.14.conv.conv.weight,0.0,0.866862,0,0
conv_4.model.14.conv.conv.weight,0.1,0.865667,0,0
conv_4.model.14.conv.conv.weight,0.2,0.8640481,0,0
conv_4.model.14.conv.conv.weight,0.30000000000000004,0.8599237,0,0
conv_4.model.14.conv.conv.weight,0.4,0.8539105,0,0
conv_4.model.14.conv.conv.weight,0.5,0.8481671,0,0
conv_4.model.14.conv.conv.weight,0.6000000000000001,0.8423852,0,0
conv_4.model.14.conv.conv.weight,0.7000000000000001,0.8283159,0,0
conv_4.model.14.conv.conv.weight,0.8,0.8181012,0,0
conv_4.model.14.conv.conv.weight,0.9,0.8038006,0,0
conv_4.model.14.conv_dw.conv.weight,0.0,0.866862,0,0
conv_4.model.14.conv_dw.conv.weight,0.1,0.8640867,0,0
conv_4.model.14.conv_dw.conv.weight,0.2,0.8705238,0,0
conv_4.model.14.conv_dw.conv.weight,0.30000000000000004,0.8640096,0,0
conv_4.model.14.conv_dw.conv.weight,0.4,0.8466253,0,0
conv_4.model.14.conv_dw.conv.weight,0.5,0.8376826,0,0
conv_4.model.14.conv_dw.conv.weight,0.6000000000000001,0.8296265,0,0
conv_4.model.14.conv_dw.conv.weight,0.7000000000000001,0.8198743,0,0
conv_4.model.14.conv_dw.conv.weight,0.8,0.8004857,0,0
conv_4.model.14.conv_dw.conv.weight,0.9,0.6857727,0,0
conv_4.model.14.project.conv.weight,0.0,0.866862,0,0
conv_4.model.14.project.conv.weight,0.1,0.8716417,0,0
conv_4.model.14.project.conv.weight,0.2,0.8687122,0,0
conv_4.model.14.project.conv.weight,0.30000000000000004,0.8710635,0,0
conv_4.model.14.project.conv.weight,0.4,0.8697529,0,0
conv_4.model.14.project.conv.weight,0.5,0.868134,0,0
conv_4.model.14.project.conv.weight,0.6000000000000001,0.8672474,0,0
conv_4.model.14.project.conv.weight,0.7000000000000001,0.8640867,0,0
conv_4.model.14.project.conv.weight,0.8,0.8594226,0,0
conv_4.model.14.project.conv.weight,0.9,0.8448136,0,0
conv_4.model.15.conv.conv.weight,0.0,0.866862,0,0
conv_4.model.15.conv.conv.weight,0.1,0.8676714,0,0
conv_4.model.15.conv.conv.weight,0.2,0.8586131,0,0
conv_4.model.15.conv.conv.weight,0.30000000000000004,0.8571098,0,0
conv_4.model.15.conv.conv.weight,0.4,0.8468566,0,0
conv_4.model.15.conv.conv.weight,0.5,0.8377983,0,0
conv_4.model.15.conv.conv.weight,0.6000000000000001,0.8272752,0,0
conv_4.model.15.conv.conv.weight,0.7000000000000001,0.8263115,0,0
