parameter,sparsity,top1,top5,loss
conv_3.model.2.project.conv.weight,0.4,0.8546429,0,0
conv_3.model.2.project.conv.weight,0.5,0.8473577,0,0
conv_3.model.2.project.conv.weight,0.6000000000000001,0.8477431,0,0
conv_3.model.2.project.conv.weight,0.7000000000000001,0.840535,0,0
conv_3.model.2.project.conv.weight,0.8,0.822534,0,0
conv_3.model.2.project.conv.weight,0.9,0.7868404,0,0
conv_3.model.3.conv.conv.weight,0.0,0.866862,0,0
conv_3.model.3.conv.conv.weight,0.1,0.8677871,0,0
conv_3.model.3.conv.conv.weight,0.2,0.8634699,0,0
conv_3.model.3.conv.conv.weight,0.30000000000000004,0.8655514,0,0
conv_3.model.3.conv.conv.weight,0.4,0.8606561,0,0
conv_3.model.3.conv.conv.weight,0.5,0.8577651,0,0
conv_3.model.3.conv.conv.weight,0.6000000000000001,0.8488224,0,0
conv_3.model.3.conv.conv.weight,0.7000000000000001,0.8468951,0,0
conv_3.model.3.conv.conv.weight,0.8,0.8404194,0,0
conv_3.model.3.conv.conv.weight,0.9,0.8237289,0,0
conv_3.model.3.conv_dw.conv.weight,0.0,0.866862,0,0
conv_3.model.3.conv_dw.conv.weight,0.1,0.8659369,0,0
conv_3.model.3.conv_dw.conv.weight,0.2,0.8519832,0,0
conv_3.model.3.conv_dw.conv.weight,0.30000000000000004,0.8536792,0,0
conv_3.model.3.conv_dw.conv.weight,0.4,0.8498246,0,0
conv_3.model.3.conv_dw.conv.weight,0.5,0.8470493,0,0
conv_3.model.3.conv_dw.conv.weight,0.6000000000000001,0.8384535,0,0
conv_3.model.3.conv_dw.conv.weight,0.7000000000000001,0.8389161,0,0
conv_3.model.3.conv_dw.conv.weight,0.8,0.8184867,0,0
conv_3.model.3.conv_dw.conv.weight,0.9,0.8024515,0,0
conv_3.model.3.project.conv.weight,0.0,0.866862,0,0
conv_3.model.3.project.conv.weight,0.1,0.8661681,0,0
conv_3.model.3.project.conv.weight,0.2,0.8647419,0,0
conv_3.model.3.project.conv.weight,0.30000000000000004,0.8649732,0,0
conv_3.model.3.project.conv.weight,0.4,0.8649347,0,0
conv_3.model.3.project.conv.weight,0.5,0.8617739,0,0
conv_3.model.3.project.conv.weight,0.6000000000000001,0.8534865,0,0
conv_3.model.3.project.conv.weight,0.7000000000000001,0.8277377,0,0
conv_3.model.3.project.conv.weight,0.8,0.7978645,0,0
conv_3.model.3.project.conv.weight,0.9,0.7901553,0,0
conv_3.model.4.conv.conv.weight,0.0,0.866862,0,0
conv_3.model.4.conv.conv.weight,0.1,0.8665921,0,0
conv_3.model.4.conv.conv.weight,0.2,0.8641637,0,0
conv_3.model.4.conv.conv.weight,0.30000000000000004,0.8620823,0,0
conv_3.model.4.conv.conv.weight,0.4,0.8601935,0,0
conv_3.model.4.conv.conv.weight,0.5,0.8551054,0,0
conv_3.model.4.conv.conv.weight,0.6000000000000001,0.851829,0,0
conv_3.model.4.conv.conv.weight,0.7000000000000001,0.8488995,0,0
conv_3.model.4.conv.conv.weight,0.8,0.8404579,0,0
conv_3.model.4.conv.conv.weight,0.9,0.833828,0,0
conv_3.model.4.conv_dw.conv.weight,0.0,0.866862,0,0
conv_3.model.4.conv_dw.conv.weight,0.1,0.8608488,0,0
conv_3.model.4.conv_dw.conv.weight,0.2,0.8536407,0,0
conv_3.model.4.conv_dw.conv.weight,0.30000000000000004,0.8549898,0,0
conv_3.model.4.conv_dw.conv.weight,0.4,0.8504414,0,0
conv_3.model.4.conv_dw.conv.weight,0.5,0.8478588,0,0
conv_3.model.4.conv_dw.conv.weight,0.6000000000000001,0.8310141,0,0
conv_3.model.4.conv_dw.conv.weight,0.7000000000000001,0.8207609,0,0
conv_3.model.4.conv_dw.conv.weight,0.8,0.8095055,0,0
conv_3.model.4.conv_dw.conv.weight,0.9,0.7745827,0,0
conv_3.model.4.project.conv.weight,0.0,0.866862,0,0
conv_3.model.4.project.conv.weight,0.1,0.8677485,0,0
conv_3.model.4.project.conv.weight,0.2,0.8678642,0,0
conv_3.model.4.project.conv.weight,0.30000000000000004,0.8654358,0,0
conv_3.model.4.project.conv.weight,0.4,0.8661681,0,0
conv_3.model.4.project.conv.weight,0.5,0.864819,0,0
conv_3.model.4.project.conv.weight,0.6000000000000001,0.859384,0,0
conv_3.model.4.project.conv.weight,0.7000000000000001,0.851829,0,0
conv_3.model.4.project.conv.weight,0.8,0.8331342,0,0
conv_3.model.4.project.conv.weight,0.9,0.8211078,0,0
conv_3.model.5.conv.conv.weight,0.0,0.866862,0,0
conv_3.model.5.conv.conv.weight,0.1,0.8694831,0,0
conv_3.model.5.conv.conv.weight,0.2,0.8688278,0,0
conv_3.model.5.conv.conv.weight,0.30000000000000004,0.8563774,0,0
conv_3.model.5.conv.conv.weight,0.4,0.8567244,0,0
conv_3.model.5.conv.conv.weight,0.5,0.8475119,0,0
conv_3.model.5.conv.conv.weight,0.6000000000000001,0.8409976,0,0
conv_3.model.5.conv.conv.weight,0.7000000000000001,0.8293567,0,0
conv_3.model.5.conv.conv.weight,0.8,0.8167521,0,0
conv_3.model.5.conv.conv.weight,0.9,0.8027214,0,0
conv_3.model.5.conv_dw.conv.weight,0.0,0.866862,0,0
conv_3.model.5.conv_dw.conv.weight,0.1,0.864395,0,0
conv_3.model.5.conv_dw.conv.weight,0.2,0.8429249,0,0
conv_3.model.5.conv_dw.conv.weight,0.30000000000000004,0.8351771,0,0
conv_3.model.5.conv_dw.conv.weight,0.4,0.8339822,0,0
conv_3.model.5.conv_dw.conv.weight,0.5,0.829665,0,0
conv_3.model.5.conv_dw.conv.weight,0.6000000000000001,0.8209536,0,0
conv_3.model.5.conv_dw.conv.weight,0.7000000000000001,0.7627876,0,0
conv_3.model.5.conv_dw.conv.weight,0.8,0.7402768,0,0
conv_3.model.5.conv_dw.conv.weight,0.9,0.7257449,0,0
conv_3.model.5.project.conv.weight,0.0,0.866862,0,0
conv_3.model.5.project.conv.weight,0.1,0.8667078,0,0
conv_3.model.5.project.conv.weight,0.2,0.8603091,0,0
conv_3.model.5.project.conv.weight,0.30000000000000004,0.8683653,0,0
conv_3.model.5.project.conv.weight,0.4,0.861003,0,0
conv_3.model.5.project.conv.weight,0.5,0.8571098,0,0
conv_3.model.5.project.conv.weight,0.6000000000000001,0.8562618,0,0
conv_3.model.5.project.conv.weight,0.7000000000000001,0.8459315,0,0
conv_3.model.5.project.conv.weight,0.8,0.8379524,0,0
conv_3.model.5.project.conv.weight,0.9,0.8158656,0,0
conv_3.model.6.conv.conv.weight,0.0,0.866862,0,0
conv_3.model.6.conv.conv.weight,0.1,0.8653201,0,0
conv_3.model.6.conv.conv.weight,0.2,0.8605019,0,0
conv_3.model.6.conv.conv.weight,0.30000000000000004,0.860155,0,0
conv_3.model.6.conv.conv.weight,0.4,0.8513665,0,0
conv_3.model.6.conv.conv.weight,0.5,0.8492079,0,0
conv_3.model.6.conv.conv.weight,0.6000000000000001,0.837567,0,0
conv_3.model.6.conv.conv.weight,0.7000000000000001,0.8236519,0,0
conv_3.model.6.conv.conv.weight,0.8,0.8085418,0,0
conv_3.model.6.conv.conv.weight,0.9,0.7964383,0,0
conv_3.model.6.conv_dw.conv.weight,0.0,0.866862,0,0
conv_3.model.6.conv_dw.conv.weight,0.1,0.8681725,0,0
conv_3.model.6.conv_dw.conv.weight,0.2,0.8596924,0,0
conv_3.model.6.conv_dw.conv.weight,0.30000000000000004,0.8540261,0,0
conv_3.model.6.conv_dw.conv.weight,0.4,0.8467795,0,0
conv_3.model.6.conv_dw.conv.weight,0.5,0.8342135,0,0
conv_3.model.6.conv_dw.conv.weight,0.6000000000000001,0.8211464,0,0
conv_3.model.6.conv_dw.conv.weight,0.7000000000000001,0.8101607,0,0
conv_3.model.6.conv_dw.conv.weight,0.8,0.7908106,0,0
conv_3.model.6.conv_dw.conv.weight,0.9,0.7781675,0,0
conv_3.model.6.project.conv.weight,0.0,0.866862,0,0
conv_3.model.6.project.conv.weight,0.1,0.8663223,0,0
conv_3.model.6.project.conv.weight,0.2,0.8673631,0,0
conv_3.model.6.project.conv.weight,0.30000000000000004,0.8502486,0,0
conv_3.model.6.project.conv.weight,0.4,0.8457002,0,0
conv_3.model.6.project.conv.weight,0.5,0.8302432,0,0
conv_3.model.6.project.conv.weight,0.6000000000000001,0.819142,0,0
conv_3.model.6.project.conv.weight,0.7000000000000001,0.8069229,0,0
conv_3.model.6.project.conv.weight,0.8,0.7864164,0,0
conv_3.model.6.project.conv.weight,0.9,0.5945342,0,0
conv_3.model.7.conv.conv.weight,0.0,0.866862,0,0
conv_3.model.7.conv.conv.weight,0.1,0.8629688,0,0
conv_3.model.7.conv.conv.weight,0.2,0.8544501,0,0
conv_3.model.7.conv.conv.weight,0.30000000000000004,0.8361793,0,0
conv_3.model.7.conv.conv.weight,0.4,0.8306672,0,0
conv_3.model.7.conv.conv.weight,0.5,0.8039934,0,0
conv_3.model.7.conv.conv.weight,0.6000000000000001,0.7925837,0,0
conv_3.model.7.conv.conv.weight,0.7000000000000001,0.7680299,0,0
conv_3.model.7.conv.conv.weight,0.8,0.733801,0,0
conv_3.model.7.conv.conv.weight,0.9,0.702386,0,0
conv_3.model.7.conv_dw.conv.weight,0.0,0.866862,0,0
conv_3.model.7.conv_dw.conv.weight,0.1,0.858536,0,0
conv_3.model.7.conv_dw.conv.weight,0.2,0.8506341,0,0
conv_3.model.7.conv_dw.conv.weight,0.30000000000000004,0.8448907,0,0
conv_3.model.7.conv_dw.conv.weight,0.4,0.842231,0,0
conv_3.model.7.conv_dw.conv.weight,0.5,0.8165979,0,0
conv_3.model.7.conv_dw.conv.weight,0.6000000000000001,0.8117026,0,0
conv_3.model.7.conv_dw.conv.weight,0.7000000000000001,0.803685,0,0
conv_3.model.7.conv_dw.conv.weight,0.8,0.775238,0,0
conv_3.model.7.conv_dw.conv.weight,0.9,0.7432448,0,0
conv_3.model.7.project.conv.weight,0.0,0.866862,0,0
conv_3.model.7.project.conv.weight,0.1,0.8671703,0,0
conv_3.model.7.project.conv.weight,0.2,0.8694831,0,0
conv_3.model.7.project.conv.weight,0.30000000000000004,0.8695216,0,0
conv_3.model.7.project.conv.weight,0.4,0.8628917,0,0
conv_3.model.7.project.conv.weight,0.5,0.8398412,0,0
conv_3.model.7.project.conv.weight,0.6000000000000001,0.8264272,0,0
conv_3.model.7.project.conv.weight,0.7000000000000001,0.8043017,0,0
conv_3.model.7.project.conv.weight,0.8,0.7369233,0,0
conv_3.model.7.project.conv.weight,0.9,0.6791813,0,0
conv_34.conv.conv.weight,0.0,0.866862,0,0
conv_34.conv.conv.weight,0.1,0.8357939,0,0
conv_34.conv.conv.weight,0.2,0.7603207,0,0
conv_34.conv.conv.weight,0.30000000000000004,0.6331573,0,0
conv_34.conv.conv.weight,0.4,0.4490229,0,0
conv_34.conv.conv.weight,0.5,0.069884,0,0
conv_34.conv.conv.weight,0.6000000000000001,0.0003469,0,0
conv_34.conv.conv.weight,0.7000000000000001,0.0001156,0,0
conv_34.conv.conv.weight,0.8,0.0001927,0,0
conv_34.conv.conv.weight,0.9,0.0002313,0,0
conv_34.conv_dw.conv.weight,0.0,0.866862,0,0
conv_34.conv_dw.conv.weight,0.1,0.8016806,0,0
conv_34.conv_dw.conv.weight,0.2,0.7245885,0,0
conv_34.conv_dw.conv.weight,0.30000000000000004,0.5823151,0,0
conv_34.conv_dw.conv.weight,0.4,0.4522607,0,0
conv_34.conv_dw.conv.weight,0.5,0.0002313,0,0
conv_34.conv_dw.conv.weight,0.6000000000000001,0.0002313,0,0
conv_34.conv_dw.conv.weight,0.7000000000000001,0.0001542,0,0
conv_34.conv_dw.conv.weight,0.8,0.0002313,0,0
conv_34.conv_dw.conv.weight,0.9,0.0003469,0,0
conv_34.project.conv.weight,0.0,0.866862,0,0
conv_34.project.conv.weight,0.1,0.870678,0,0
conv_34.project.conv.weight,0.2,0.8451605,0,0
conv_34.project.conv.weight,0.30000000000000004,0.7808272,0,0
conv_34.project.conv.weight,0.4,0.7537679,0,0
conv_34.project.conv.weight,0.5,0.6390934,0,0
conv_34.project.conv.weight,0.6000000000000001,0.454612,0,0
conv_34.project.conv.weight,0.7000000000000001,0.1948117,0,0
conv_34.project.conv.weight,0.8,0.0758586,0,0
conv_34.project.conv.weight,0.9,0.0003084,0,0
conv_4.model.0.conv.conv.weight,0.0,0.866862,0,0
conv_4.model.0.conv.conv.weight,0.1,0.8682111,0,0
conv_4.model.0.conv.conv.weight,0.2,0.863123,0,0
conv_4.model.0.conv.conv.weight,0.30000000000000004,0.8520217,0,0
conv_4.model.0.conv.conv.weight,0.4,0.8431947,0,0
conv_4.model.0.conv.conv.weight,0.5,0.832556,0,0
conv_4.model.0.conv.conv.weight,0.6000000000000001,0.8161739,0,0
conv_4.model.0.conv.conv.weight,0.7000000000000001,0.8039934,0,0
conv_4.model.0.conv.conv.weight,0.8,0.7872644,0,0
conv_4.model.0.conv.conv.weight,0.9,0.758856,0,0
conv_4.model.0.conv_dw.conv.weight,0.0,0.866862,0,0
conv_4.model.0.conv_dw.conv.weight,0.1,0.8544887,0,0
conv_4.model.0.conv_dw.conv.weight,0.2,0.840535,0,0
conv_4.model.0.conv_dw.conv.weight,0.30000000000000004,0.83086,0,0
conv_4.model.0.conv_dw.conv.weight,0.4,0.8076167,0,0
conv_4.model.0.conv_dw.conv.weight,0.5,0.7948194,0,0
conv_4.model.0.conv_dw.conv.weight,0.6000000000000001,0.0003469,0,0
conv_4.model.0.conv_dw.conv.weight,0.7000000000000001,0.0005782,0,0
conv_4.model.0.conv_dw.conv.weight,0.8,0.0005396,0,0
conv_4.model.0.conv_dw.conv.weight,0.9,0.000424,0,0
conv_4.model.0.project.conv.weight,0.0,0.866862,0,0
conv_4.model.0.project.conv.weight,0.1,0.868134,0,0
conv_4.model.0.project.conv.weight,0.2,0.8669005,0,0
conv_4.model.0.project.conv.weight,0.30000000000000004,0.8598466,0,0
conv_4.model.0.project.conv.weight,0.4,0.8534479,0,0
conv_4.model.0.project.conv.weight,0.5,0.8428863,0,0
conv_4.model.0.project.conv.weight,0.6000000000000001,0.8231122,0,0
conv_4.model.0.project.conv.weight,0.7000000000000001,0.7791697,0,0
conv_4.model.0.project.conv.weight,0.8,0.0017731,0,0
conv_4.model.0.project.conv.weight,0.9,0.0003469,0,0
conv_4.model.1.conv.conv.weight,0.0,0.866862,0,0
conv_4.model.1.conv.conv.weight,0.1,0.8648961,0,0
conv_4.model.1.conv.conv.weight,0.2,0.8620437,0,0
conv_4.model.1.conv.conv.weight,0.30000000000000004,0.8292025,0,0
conv_4.model.1.conv.conv.weight,0.4,0.7344178,0,0
conv_4.model.1.conv.conv.weight,0.5,0.0021586,0,0
conv_4.model.1.conv.conv.weight,0.6000000000000001,0.000424,0,0
conv_4.model.1.conv.conv.weight,0.7000000000000001,0.0010793,0,0
conv_4.model.1.conv.conv.weight,0.8,0.0012335,0,0
conv_4.model.1.conv.conv.weight,0.9,0.0006553,0,0
conv_4.model.1.conv_dw.conv.weight,0.0,0.866862,0,0
conv_4.model.1.conv_dw.conv.weight,0.1,0.8646263,0,0
conv_4.model.1.conv_dw.conv.weight,0.2,0.857688,0,0
conv_4.model.1.conv_dw.conv.weight,0.30000000000000004,0.7297922,0,0
conv_4.model.1.conv_dw.conv.weight,0.4,0.7087076,0,0
conv_4.model.1.conv_dw.conv.weight,0.5,0.6850017,0,0
conv_4.model.1.conv_dw.conv.weight,0.6000000000000001,0.6880083,0,0
